text,sentiment
lennKesslerWP Going through Trump speeches to update our database He tells audiences the opioid bill passed very little Democrat su,negative
arolynmichelle Friendly reminder that under this fascist administration were fighting for our fucking lives,negative
ussianStarr Yes I could have written a story about how wrong they are and how Trump supporters parrot the falsehoods of their presi,neutral
is it about a Narcissistic Pathological Lying Conman that appeals to trumps cult?,negative
ILikeTurtles So this happened last nightLiberal Trump is an adulterous pigMe  Kamala Harris slept with married men to g,negative
teveSchmidtSES A US permanent resident the Father of American children and a Washington Post columnist was murdered in a Saudi Consu,negative
heaCoulee Dear Trump You dont tell women what to do with their bodiesYou dont get to define genderYou dont have the qualific,negative
R President Trump has full constitutional power to stop the border invasion  even without Congress via MConservative,negative
hnookie04 ealAuntie obinta89909237 This is what Trump has done,negative
REWcrew Trump apparently personally intervened in the FBI headquarters project The project could impact revenue at his hotel in DC,neutral
Tactics in the Age of Trump,negative
know this means hes already cheating,negative
PHIL IF ANY OF US WANT SHIT WE WILL SQUEEZE YOUR HEAD,negative
hebradfordfile President Trump JOB BOSS Hillary Clinton MOB BOSS Maxine Waters MOB BOSSJames Comey MOB BOSSNancy Pelosi,positive
arrySchweikart Trump approval jumps ahead of Obamas midterm approval rating Trump is really in the mid50s,neutral
arahJamieLewis 1933 the Hitler Administration burned the library of the Institut fr Sexualwissenschaft destroying decades of queer,negative
anSams BREAKING Trump just says shit,negative
ichniqremek Wida e Trump mocno dociska chiskich komunistw I efekty such11listopada PPTV dzPodPrad olexitieszwi,positive
Ruhle CONGRESS IS NOT IN SESSION  ealDonaldTrump IS LYING,negative
duardomteleSUR Video Avanza la caravana migrante pese a amenazas del pdte Donald Trump  aravanaMigrante,negative
TRUMP IS NEVER RIGHT,negative
ichaelDunn4 This episode of octorWho is hard hitting informative and absolutely necessary in an age of Trump and Brexit The raci,negative
tsAlexJackson rt if youre transrt if youre lgbt+ community rt if you support trans rightsrt if we should throw trump in a volcano,neutral
CroixFreePress Nolte Donald Trump More Popular than Media Want You to Believe,negative
myMek UN member states expected to sign Global Compact for Migration claiming migration is a human rightThis means this viol,negative
government is trying to erase trans mp nonbinary people and take away their right to exist This is disgusting,negative
anetteDonnelly ubytuesday Im letting my over 3000 followers know how your restaurant treated a Trump supporter Remember how that,negative
aggieNYT Congress is not in session before November,negative
ohnWDean From this NYT oped Trumps edge over everybody  He can do no wrong because hes all wrong He never really shocks beca,negative
ichaelAvenatti If Trump allows Saudi to explain this away or avoid serious repercussions he will send a msg to the world that we are,negative
Calls Trumps Treaty Withdrawal Not the Work of a Great Mind by ANDREW E KRAMER via NYT The New York,positive
etteMidler The Saudi Arabian Crown Prince killed and dismembered a journalist who was under the protection of the US he was legal,positive
ricahenriquezo Nadie hace marchas para ir a disfrutar de la esclavitud y el hambre socialista todos hacen marchas y arriesgan sus vi,negative
obreiner Trump continues to aid mp abet a murder He continues to spew racist red meat to his followers He continues degrade women H,negative
attGertz The public needed journalists to disaggregate Trumps pandering from his policy Too often they did not And now here we a,negative
appierman we are in bad times if you can vote do that of course but also if you can employ mp cast nbtrans people representati,negative
Official Charged with Leaking Confidential Reports on Trump Advisers to BuzzFeed,negative
oyceWhiteVance In the US lying in wait with a plan to kill someone is 1st degree murder I dont know about Saudi but Trumps failu,negative
hristianllamar What an Amazing moment in history My first Trump Rally I had not yet seen a President of the United States History,negative
hehill Russian official Trump removing US from arms control treaty is a form of blackmail,negative
Calls Trumps Treaty Withdrawal Not the Work of a Great Mind by ANDREW E KRAMER via NYT The New York,positive
enSasse He does do something Sticks his finger in the air and then attacks people on the right Just,negative
celiabedelia Ill never forget all the people who claimed that a Trump administration probably wouldnt be that bad,negative
dale8 The rapid evolution of a Trump lieAt his Arizona rally on Friday he said that next thing you know Democrats will want to,neutral
be1993 FChamps hehill ealDonaldTrump You mean coherent like Trump is coherent? No thank you,positive
Calls Trumps Treaty Withdrawal Not the Work of a Great Mind by ANDREW E KRAMER via NYT The New York,positive
eopolAnalisi alAssiri dfendait les franais dans la vente dun satellite dobservation  RiyadOr qui reste en lice?Une socit f,neutral
ictimism Perdi o sono e assisti um documentrio chamado Fake News  Baseado em Fatos Reais que fala sobre o papel das fake news na,negative
ealTashafromFl ubytuesday I guess you allow your employees to refuse service to trump supporters My husband ealFrankFromFL was,negative
hes still a mentally ill dumbass,negative
effsaraujo35 Pela 1a vez na histria uma mulher assume o comando das Foras Armadas USA no governo do misgino Trump Sem partic,negative
lawyer Michael Cohen urges public to vote or face more years of craziness,negative
t worry This is Dotard TrumpHell just stick it into his own pockets,negative
Calls Trumps Treaty Withdrawal Not the Work of a Great Mind by ANDREW E KRAMER via NYT The New York,positive
erriemiles15 molclause enatemajldr OP All right I want to ask Trump supporters if theres one of you out there that dont belie,neutral
lcartwright ebGorka heamgreatness hechrisbuskirk The MSM wants to hurt Trump Turkey and Iran want to separate Saudi Arabia fro,neutral
dale8 In March Trump said the Saudi military deals would produce 40000 jobsA week ago he made it 450000 jobs Wednesday 5000,neutral
ambobiggs Last night I saw blacks whites Hispanics and Asians from all over the country hanging out and a guy with a large American,negative
arthjustice Trump is considering the first step to loosen mercury pollution standards that could prevent as many as 11000 premature,negative
ealMatMolina Bush Sr left office w 269 billion deficitClinton turned tht into 127 billion surplusBush Jr turned tht into 1,neutral
rycetache You probably dont know this When Bush was reelected in 2004 my partner and I immigrated to Canada to get married mp ado,negative
utiekimmy704 dear atriotsUnited  we are iranian atriots and need your help patriots have no bo,negative
altshaub Come on damn it Where is the fucking outrage? The UN says theres still time to stop an impending holocaust that is being,negative
ealfarmacist Accountabilty Trump and Kushners  involvement is suspicious their previous activity with,negative
hullum FUCK THIS I want to scream at everyone who bought that sham photo of the Orange Menace holding an upsidedown LGBT flag mp de,negative
please help boost this Not enough people are talking about it,negative
oripru ealDonaldTrump So ack witterSafety  Tom Arnold tweets that Kathy Griffin will hold PRESI,negative
hebradfordfile President Trump JOB BOSS Hillary Clinton MOB BOSS Maxine Waters MOB BOSSJames Comey MOB BOSSNancy Pelosi,positive
dale8 In March Trump said the Saudi military deals would produce 40000 jobsA week ago he made it 450000 jobs Wednesday 5000,neutral
arahJamieLewis 1933 the Hitler Administration burned the library of the Institut fr Sexualwissenschaft destroying decades of queer,negative
ransEquality THREAD Earlier today the ytimes published this story about efforts within the Trump Administration to eliminate the,positive
It was a great episodesadly IMO we are going back to those times thanks to TrumpThresaNigel Banno,positive
